"","transmission","dispersal","nExtantDis","singleInf","doubleInf","nColonies","nPathogens","meanK","maxDistance","nEvents","path2","extinctionTime","totalTime","survivalTime"
"201",0.1,0,1,71.1666666666667,0,2,2,1,120,8e+05,138,NA,1249.43689997393,NA
"202",0.2,0,1,57.8333333333333,0,2,2,1,120,8e+05,114,NA,1537.85934282149,NA
"203",0.3,0,1,51.1666666666667,0,2,2,1,120,8e+05,96,NA,1569.17464215689,NA
"204",0.4,0,1,39.3333333333333,0,2,2,1,120,8e+05,88,NA,1532.57066378745,NA
"205",0.1,0,1,76.3333333333333,0,2,2,1,120,8e+05,169,NA,1341.8236060986,NA
"206",0.2,0,1,54,0,2,2,1,120,8e+05,112,NA,1699.09836366389,NA
"207",0.3,0,1,71.1666666666667,0,2,2,1,120,8e+05,146,NA,1383.0830152509,NA
"208",0.4,0,1,45.5,0,2,2,1,120,8e+05,95,NA,1503.66000576179,NA
"209",0.1,0,1,54.5,0,2,2,1,120,8e+05,123,NA,1621.31527798714,NA
"210",0.2,0,1,50.1666666666667,0,2,2,1,120,8e+05,100,NA,1458.94212936069,NA
"211",0.3,0,1,66.8333333333333,0,2,2,1,120,8e+05,126,NA,1430.32177899669,NA
"212",0.4,0,2,26.3333333333333,6.83333333333333,2,2,1,120,8e+05,33,NA,1462.85326016735,NA
"213",0.1,0,1,61,0,2,2,1,120,8e+05,125,NA,1467.88396781437,NA
"214",0.2,0,1,79,0,2,2,1,120,8e+05,157,NA,1129.60395807221,NA
"215",0.3,0,1,67.3333333333333,0,2,2,1,120,8e+05,132,NA,1172.15085059486,NA
"216",0.4,0,2,26,11.5,2,2,1,120,8e+05,45,NA,1270.69288830634,NA
"217",0.1,0,1,66.5,0,2,2,1,120,8e+05,116,NA,1413.5011902594,NA
"218",0.2,0,1,90.5,0,2,2,1,120,8e+05,0,662.203696462076,1169.09061368728,203.742046381986
"219",0.3,0,1,61.5,0,2,2,1,120,8e+05,0,768.142688360794,1482.06240285559,280.731799854807
"220",0.4,0,2,28,16.6666666666667,2,2,1,120,8e+05,46,NA,1167.06899963151,NA
"221",0.1,0,1,58.5,0,2,2,1,120,8e+05,130,NA,1709.69944497816,NA
"222",0.2,0,1,57.8333333333333,0,2,2,1,120,8e+05,123,NA,1582.88144305327,NA
"223",0.3,0,2,32.8333333333333,13.1666666666667,2,2,1,120,8e+05,54,NA,992.597652922616,NA
"224",0.4,0,2,28.5,13.8333333333333,2,2,1,120,8e+05,47,NA,1272.42628178925,NA
"225",0.1,0,1,57,0,2,2,1,120,8e+05,120,NA,1496.82079040828,NA
"226",0.2,0,1,68.5,0,2,2,1,120,8e+05,145,NA,1433.67009705357,NA
"227",0.3,0,2,37.8333333333333,17.1666666666667,2,2,1,120,8e+05,87,NA,958.723071284995,NA
"228",0.4,0,2,27.3333333333333,16.1666666666667,2,2,1,120,8e+05,45,NA,1164.8964496197,NA
"229",0.1,0,1,86.8333333333333,0,2,2,1,120,8e+05,178,NA,1169.50165235889,NA
"230",0.2,0,1,88.8333333333333,0,2,2,1,120,8e+05,0,882.206039289017,1307.49510465047,356.19436875049
"231",0.3,0,2,30.3333333333333,9.33333333333333,2,2,1,120,8e+05,43,NA,1094.29404902078,NA
"232",0.4,0,2,26.5,9.83333333333333,2,2,1,120,8e+05,52,NA,1200.63619467537,NA
"233",0.1,0,1,59.8333333333333,0,2,2,1,120,8e+05,123,NA,1516.73991270829,NA
"234",0.2,0,1,61.5,0,2,2,1,120,8e+05,124,NA,1370.91319148412,NA
"235",0.3,0,2,33.5,12.5,2,2,1,120,8e+05,90,NA,1170.84845328055,NA
"236",0.4,0,2,27.3333333333333,17.5,2,2,1,120,8e+05,80,NA,1094.56313495235,NA
"237",0.1,0,1,57.5,0,2,2,1,120,8e+05,102,NA,1254.71386805048,NA
"238",0.2,0,1,84.3333333333333,0,2,2,1,120,8e+05,0,949.581726403258,1086.69263606449,481.04945031088
"239",0.3,0,1,64.8333333333333,0,2,2,1,120,8e+05,131,NA,1575.5932709992,NA
"240",0.4,0,2,24,9.16666666666667,2,2,1,120,8e+05,38,NA,1297.86363486389,NA
"241",0.1,0,1,61,0,2,2,1,120,8e+05,131,NA,1304.30218614184,NA
"242",0.2,0,1,101.833333333333,0,2,2,1,120,8e+05,205,NA,1297.03655884351,NA
"243",0.3,0,1,65.3333333333333,0,2,2,1,120,8e+05,120,NA,1603.57392028526,NA
"244",0.4,0,2,23.6666666666667,9.66666666666667,2,2,1,120,8e+05,46,NA,1239.38928305939,NA
"245",0.1,0,1,70,0,2,2,1,120,8e+05,146,NA,1388.74701886841,NA
"246",0.2,0,1,70.8333333333333,0,2,2,1,120,8e+05,133,NA,1437.10614872465,NA
"247",0.3,0,1,77.6666666666667,0,2,2,1,120,8e+05,0,729.019606895704,1313.08554787323,246.911737467323
"248",0.4,0,2,23.8333333333333,15.6666666666667,2,2,1,120,8e+05,54,NA,1058.94460972329,NA
"249",0.1,0,1,75.3333333333333,0,2,2,1,120,8e+05,156,NA,1320.68802700351,NA
"250",0.2,0,1,73.3333333333333,0,2,2,1,120,8e+05,143,NA,1309.8141227816,NA
"251",0.3,0,1,70.1666666666667,0,2,2,1,120,8e+05,146,NA,1398.03995341626,NA
"252",0.4,0,2,24.5,6.33333333333333,2,2,1,120,8e+05,43,NA,1512.89402265129,NA
"253",0.1,0,1,61.3333333333333,0,2,2,1,120,8e+05,115,NA,1375.05409640439,NA
"254",0.2,0,1,57.5,0,2,2,1,120,8e+05,0,902.503686550942,1290.16730460741,426.69578144964
"255",0.3,0,2,33,12.5,2,2,1,120,8e+05,59,NA,1082.28499549056,NA
"256",0.4,0,2,26.3333333333333,14,2,2,1,120,8e+05,53,NA,1158.14532628941,NA
"257",0.1,0,1,69.6666666666667,0,2,2,1,120,8e+05,132,NA,1411.31447381641,NA
"258",0.2,0,1,60.3333333333333,0,2,2,1,120,8e+05,139,NA,1248.77767856964,NA
"259",0.3,0,2,33.6666666666667,13,2,2,1,120,8e+05,84,NA,1229.8699529887,NA
"260",0.4,0,1,37.8333333333333,0,2,2,1,120,8e+05,0,1419.67155101107,1484.9472224475,889.587765840804
"261",0.1,0,1,57.5,0,2,2,1,120,8e+05,115,NA,1880.69671422189,NA
"262",0.2,0,1,54.8333333333333,0,2,2,1,120,8e+05,0,733.750957573483,1482.41605502046,225.388999188393
"263",0.3,0,1,45.5,0,2,2,1,120,8e+05,100,NA,1572.4169829998,NA
"264",0.4,0,2,29.3333333333333,15.8333333333333,2,2,1,120,8e+05,59,NA,1079.04618841386,NA
"265",0.1,0,1,74.5,0,2,2,1,120,8e+05,161,NA,1302.02119276623,NA
"266",0.2,0,1,55.8333333333333,0,2,2,1,120,8e+05,113,NA,1527.25364182144,NA
"267",0.3,0,2,34.1666666666667,13.5,2,2,1,120,8e+05,59,NA,1266.42864824218,NA
"268",0.4,0,2,23.6666666666667,11.1666666666667,2,2,1,120,8e+05,49,NA,1314.09839740189,NA
"269",0.1,0,1,63,0,2,2,1,120,8e+05,134,NA,1396.01639818029,NA
"270",0.2,0,1,59.1666666666667,0,2,2,1,120,8e+05,137,NA,1419.79252284875,NA
"271",0.3,0,2,30.1666666666667,11.6666666666667,2,2,1,120,8e+05,76,NA,1310.95068793336,NA
"272",0.4,0,1,63.6666666666667,0,2,2,1,120,8e+05,120,NA,1368.52587867606,NA
"273",0.1,0,1,78.6666666666667,0,2,2,1,120,8e+05,153,NA,1198.67612898364,NA
"274",0.2,0,1,68.1666666666667,0,2,2,1,120,8e+05,131,NA,1362.15411446859,NA
"275",0.3,0,1,34,0,2,2,1,120,8e+05,0,666.053067742852,1942.20240819845,62.9660218478433
"276",0.4,0,1,83.6666666666667,0,2,2,1,120,8e+05,168,NA,1398.95998231402,NA
"277",0.1,0,1,68,0,2,2,1,120,8e+05,136,NA,1482.76635236384,NA
"278",0.2,0,1,71.6666666666667,0,2,2,1,120,8e+05,140,NA,1567.00020074382,NA
"279",0.3,0,2,35.1666666666667,8,2,2,1,120,8e+05,11,NA,1086.9368901228,NA
"280",0.4,0,2,34.6666666666667,19.5,2,2,1,120,8e+05,66,NA,1103.85600840792,NA
"281",0.1,0,1,67.8333333333333,0,2,2,1,120,8e+05,126,NA,1408.05115776548,NA
"282",0.2,0,1,77.5,0,2,2,1,120,8e+05,154,NA,1314.292748297,NA
"283",0.3,0,2,32.6666666666667,11.1666666666667,2,2,1,120,8e+05,78,NA,1234.71340305465,NA
"284",0.4,0,1,46,0,2,2,1,120,8e+05,87,NA,1499.16973480741,NA
"285",0.1,0,1,66.6666666666667,0,2,2,1,120,8e+05,145,NA,1448.61855495425,NA
"286",0.2,0,1,68.6666666666667,0,2,2,1,120,8e+05,126,NA,1395.86882652889,NA
"287",0.3,0,2,31.6666666666667,15.1666666666667,2,2,1,120,8e+05,44,NA,1047.03756315172,NA
"288",0.4,0,2,26,11.6666666666667,2,2,1,120,8e+05,56,NA,1124.87087035916,NA
"289",0.1,0,1,66.3333333333333,0,2,2,1,120,8e+05,125,NA,1297.07704782917,NA
"290",0.2,0,1,61.8333333333333,0,2,2,1,120,8e+05,113,NA,1449.12189727518,NA
"291",0.3,0,1,41.1666666666667,0,2,2,1,120,8e+05,0,547.407407068151,1827.56555131412,27.7462562827869
"292",0.4,0,1,62.5,0,2,2,1,120,8e+05,0,1066.30867807141,1508.64784246947,524.578170532212
"293",0.1,0,1,89.1666666666667,0,2,2,1,120,8e+05,181,NA,1166.94990233799,NA
"294",0.2,0,1,73.5,0,2,2,1,120,8e+05,150,NA,1351.08383039224,NA
"295",0.3,0,2,29.5,16,2,2,1,120,8e+05,77,NA,1132.20587189621,NA
"296",0.4,0,2,29,10,2,2,1,120,8e+05,47,NA,1120.28024636678,NA
"297",0.1,0,1,48.5,0,2,2,1,120,8e+05,100,NA,1428.51714704609,NA
"298",0.2,0,1,85.3333333333333,0,2,2,1,120,8e+05,192,NA,1211.08290441516,NA
"299",0.3,0,2,34.3333333333333,14.5,2,2,1,120,8e+05,73,NA,1038.79358122282,NA
"300",0.4,0,2,26.5,14.3333333333333,2,2,1,120,8e+05,55,NA,1082.92311721608,NA
"301",0.1,0,1,55.8333333333333,0,2,2,1,120,8e+05,108,NA,1608.65809346937,NA
"302",0.2,0,1,43.8333333333333,0,2,2,1,120,8e+05,91,NA,1760.10903198623,NA
"303",0.3,0,2,26,8.16666666666667,2,2,1,120,8e+05,39,NA,1242.73288745659,NA
"304",0.4,0,1,71.6666666666667,0,2,2,1,120,8e+05,153,NA,1320.16903953719,NA
"305",0.1,0,1,65.6666666666667,0,2,2,1,120,8e+05,123,NA,1391.59415781257,NA
"306",0.2,0,2,41.1666666666667,15.6666666666667,2,2,1,120,8e+05,68,NA,937.299476708798,NA
"307",0.3,0,2,30.5,17.1666666666667,2,2,1,120,8e+05,86,NA,1006.39532319322,NA
"308",0.4,0,2,25.8333333333333,10.1666666666667,2,2,1,120,8e+05,43,NA,1476.0646461219,NA
"309",0.1,0,1,76.1666666666667,0,2,2,1,120,8e+05,151,NA,1214.31480596834,NA
"310",0.2,0,1,41.6666666666667,0,2,2,1,120,8e+05,84,NA,1546.24016539299,NA
"311",0.3,0,1,58.3333333333333,0,2,2,1,120,8e+05,115,NA,1586.26859801134,NA
"312",0.4,0,2,26.5,11,2,2,1,120,8e+05,36,NA,1247.77757072327,NA
"313",0.1,0,1,74.3333333333333,0,2,2,1,120,8e+05,151,NA,1371.16876727292,NA
"314",0.2,0,1,66.1666666666667,0,2,2,1,120,8e+05,137,NA,1289.31234585915,NA
"315",0.3,0,2,31.1666666666667,19.1666666666667,2,2,1,120,8e+05,79,NA,1155.28828977587,NA
"316",0.4,0,2,24.6666666666667,12.6666666666667,2,2,1,120,8e+05,54,NA,1240.70582909269,NA
"317",0.1,0,1,64.8333333333333,0,2,2,1,120,8e+05,126,NA,1473.66549302704,NA
"318",0.2,0,1,85.3333333333333,0,2,2,1,120,8e+05,176,NA,1173.92116167289,NA
"319",0.3,0,2,34.3333333333333,12,2,2,1,120,8e+05,45,NA,1217.54810306684,NA
"320",0.4,0,2,29.3333333333333,14.6666666666667,2,2,1,120,8e+05,66,NA,1212.79602074582,NA
"321",0.1,0,1,77.1666666666667,0,2,2,1,120,8e+05,158,NA,1186.38859957472,NA
"322",0.2,0,1,59.3333333333333,0,2,2,1,120,8e+05,113,NA,1318.60815384509,NA
"323",0.3,0,1,74.6666666666667,0,2,2,1,120,8e+05,0,634.544519205708,1326.79244920816,154.536380228116
"324",0.4,0,2,27.8333333333333,13,2,2,1,120,8e+05,52,NA,1351.28875254479,NA
"325",0.1,0,1,84.8333333333333,0,2,2,1,120,8e+05,182,NA,1163.39899327224,NA
"326",0.2,0,1,66.3333333333333,0,2,2,1,120,8e+05,133,NA,1454.92150494732,NA
"327",0.3,0,2,29.1666666666667,8.33333333333333,2,2,1,120,8e+05,48,NA,1197.43754738158,NA
"328",0.4,0,2,31.3333333333333,10.1666666666667,2,2,1,120,8e+05,53,NA,1191.73576767233,NA
"329",0.1,0,1,56.8333333333333,0,2,2,1,120,8e+05,110,NA,1396.11861955302,NA
"330",0.2,0,1,60.8333333333333,0,2,2,1,120,8e+05,136,NA,1380.9382874833,NA
"331",0.3,0,2,31,8.83333333333333,2,2,1,120,8e+05,38,NA,1214.07228184551,NA
"332",0.4,0,2,30,8,2,2,1,120,8e+05,38,NA,1263.1602660489,NA
"333",0.1,0,1,68.6666666666667,0,2,2,1,120,8e+05,129,NA,1480.59452213144,NA
"334",0.2,0,1,58,0,2,2,1,120,8e+05,117,NA,1587.40773196611,NA
"335",0.3,0,1,41.3333333333333,0,2,2,1,120,8e+05,92,NA,1544.31307287487,NA
"336",0.4,0,2,29.5,12.8333333333333,2,2,1,120,8e+05,62,NA,1057.95628087734,NA
"337",0.1,0,1,79,0,2,2,1,120,8e+05,169,NA,1191.70717164363,NA
"338",0.2,0,1,45,0,2,2,1,120,8e+05,91,NA,1563.51231319011,NA
"339",0.3,0,1,66.5,0,2,2,1,120,8e+05,138,NA,1687.43455937119,NA
"340",0.4,0,2,25.6666666666667,18.1666666666667,2,2,1,120,8e+05,50,NA,1271.25316436262,NA
"341",0.1,0,1,73.6666666666667,0,2,2,1,120,8e+05,150,NA,1373.54712631009,NA
"342",0.2,0,1,61,0,2,2,1,120,8e+05,0,831.664929875399,1181.27694922711,404.615954021338
"343",0.3,0,1,53,0,2,2,1,120,8e+05,114,NA,1236.51021082564,NA
"344",0.4,0,2,23.8333333333333,10.1666666666667,2,2,1,120,8e+05,49,NA,1234.12066098789,NA
"345",0.1,0,1,79,0,2,2,1,120,8e+05,155,NA,1227.78576741296,NA
"346",0.2,0,1,69.5,0,2,2,1,120,8e+05,0,603.921358996751,1312.63037670321,74.0036795401384
"347",0.3,0,1,71.8333333333333,0,2,2,1,120,8e+05,130,NA,1193.23148058592,NA
"348",0.4,0,2,29.1666666666667,14.6666666666667,2,2,1,120,8e+05,44,NA,1122.52365521054,NA
"349",0.1,0,1,64.3333333333333,0,2,2,1,120,8e+05,133,NA,1425.21061649218,NA
"350",0.2,0,1,53.5,0,2,2,1,120,8e+05,91,NA,1376.31597608646,NA
"351",0.3,0,2,31.1666666666667,12.5,2,2,1,120,8e+05,57,NA,1266.79895949467,NA
"352",0.4,0,2,21,6.5,2,2,1,120,8e+05,20,NA,1274.46077056775,NA
"353",0.1,0,1,59.5,0,2,2,1,120,8e+05,127,NA,1425.01268646699,NA
"354",0.2,0,1,70.5,0,2,2,1,120,8e+05,138,NA,1538.89639680589,NA
"355",0.3,0,2,28.8333333333333,13.6666666666667,2,2,1,120,8e+05,76,NA,1117.66220288211,NA
"356",0.4,0,1,45.8333333333333,0,2,2,1,120,8e+05,96,NA,1451.62003978371,NA
"357",0.1,0,1,60.6666666666667,0,2,2,1,120,8e+05,107,NA,1592.95327569949,NA
"358",0.2,0,1,103,0,2,2,1,120,8e+05,206,NA,1172.0491780298,NA
"359",0.3,0,2,31,9.5,2,2,1,120,8e+05,50,NA,1199.22218777037,NA
"360",0.4,0,2,24,9.83333333333333,2,2,1,120,8e+05,61,NA,1232.81560298401,NA
"361",0.1,0,1,43.3333333333333,0,2,2,1,120,8e+05,85,NA,1676.19244952231,NA
"362",0.2,0,1,96.5,0,2,2,1,120,8e+05,211,NA,1169.99278714957,NA
"363",0.3,0,1,71.8333333333333,0,2,2,1,120,8e+05,148,NA,1291.57522499882,NA
"364",0.4,0,2,26.5,17.5,2,2,1,120,8e+05,59,NA,1041.30387603649,NA
"365",0.1,0,1,68.1666666666667,0,2,2,1,120,8e+05,130,NA,1417.44000509273,NA
"366",0.2,0,1,97.6666666666667,0,2,2,1,120,8e+05,200,NA,1168.82735138811,NA
"367",0.3,0,1,52.5,0,2,2,1,120,8e+05,114,NA,1577.61321814464,NA
"368",0.4,0,2,23,10.5,2,2,1,120,8e+05,50,NA,1458.49974552595,NA
"369",0.1,0,1,86.6666666666667,0,2,2,1,120,8e+05,155,NA,1101.01962156544,NA
"370",0.2,0,1,87,0,2,2,1,120,8e+05,168,NA,1310.30068571237,NA
"371",0.3,0,1,83.8333333333333,0,2,2,1,120,8e+05,0,724.019290805079,1287.05949355661,206.906074802556
"372",0.4,0,2,20.8333333333333,7.33333333333333,2,2,1,120,8e+05,33,NA,1284.13661522248,NA
"373",0.1,0,1,79,0,2,2,1,120,8e+05,161,NA,1279.44857713171,NA
"374",0.2,0,1,57.3333333333333,0,2,2,1,120,8e+05,0,579.958447660932,1484.31025066486,42.5484219289875
"375",0.3,0,2,28.1666666666667,9.83333333333333,2,2,1,120,8e+05,68,NA,1330.56399638556,NA
"376",0.4,0,2,28,18.6666666666667,2,2,1,120,8e+05,80,NA,1066.19120314073,NA
"377",0.1,0,1,88.5,0,2,2,1,120,8e+05,187,NA,1156.18242164212,NA
"378",0.2,0,1,80.8333333333333,0,2,2,1,120,8e+05,177,NA,1355.58974256526,NA
"379",0.3,0,2,36.1666666666667,11.6666666666667,2,2,1,120,8e+05,76,NA,1205.46189603483,NA
"380",0.4,0,2,28.8333333333333,8,2,2,1,120,8e+05,33,NA,1519.0154765514,NA
"381",0.1,0,1,70,0,2,2,1,120,8e+05,162,NA,1371.13907752992,NA
"382",0.2,0,1,75.8333333333333,0,2,2,1,120,8e+05,160,NA,1352.01515898852,NA
"383",0.3,0,2,29.5,10.6666666666667,2,2,1,120,8e+05,64,NA,1333.75082623161,NA
"384",0.4,0,2,24,11.1666666666667,2,2,1,120,8e+05,55,NA,1204.56025806085,NA
"385",0.1,0,1,67.5,0,2,2,1,120,8e+05,121,NA,1434.28258000341,NA
"386",0.2,0,2,44.8333333333333,16.8333333333333,2,2,1,120,8e+05,90,NA,951.136437704665,NA
"387",0.3,0,1,64.8333333333333,0,2,2,1,120,8e+05,132,NA,1409.76771537339,NA
"388",0.4,0,1,55.8333333333333,0,2,2,1,120,8e+05,0,777.900734308318,1772.6419536794,205.921617284303
"389",0.1,0,1,67.3333333333333,0,2,2,1,120,8e+05,135,NA,1216.72752880697,NA
"390",0.2,0,1,73.8333333333333,0,2,2,1,120,8e+05,148,NA,1211.04859087474,NA
"391",0.3,0,1,56.6666666666667,0,2,2,1,120,8e+05,0,599.627984514588,1680.91339959717,60.5927458608712
"392",0.4,0,2,24,10.6666666666667,2,2,1,120,8e+05,43,NA,1338.45212283218,NA
"393",0.1,0,1,76.6666666666667,0,2,2,1,120,8e+05,158,NA,1351.27119828287,NA
"394",0.2,0,1,70.5,0,2,2,1,120,8e+05,146,NA,1248.57883395887,NA
"395",0.3,0,1,50.8333333333333,0,2,2,1,120,8e+05,0,647.122479217266,1690.14727527681,38.25562295801
"396",0.4,0,2,25.1666666666667,11.3333333333333,2,2,1,120,8e+05,37,NA,1209.20348859138,NA
"397",0.1,0,1,68.5,0,2,2,1,120,8e+05,139,NA,1235.00803055172,NA
"398",0.2,0,1,60.6666666666667,0,2,2,1,120,8e+05,117,NA,1407.0158587426,NA
"399",0.3,0,2,28.6666666666667,12.8333333333333,2,2,1,120,8e+05,43,NA,1164.15785745353,NA
"400",0.4,0,2,23.3333333333333,10.5,2,2,1,120,8e+05,48,NA,1256.02842257717,NA
