"model","percentageerror","wait"
"NE1",0.134990396,"0.5"
"NE1",2.3550032649,"0.5"
"NE1",0.6451796889,"0.5"
"NE1",1.3346246792,"0.5"
"NE1",0.920957685,"0.5"
"NE1",1.2932579798,"0.5"
"NE1",1.2243134808,"0.5"
"NE1",-2.8158341626,"0.5"
"NE1",1.775869473,"0.5"
"NE1",0.3556127929,"0.5"
"NE1",1.0036910838,"0.5"
"NE1",-2.0160779738,"0.5"
"NE1",0.3418238931,"0.5"
"NE1",0.0522569972,"0.5"
"NE1",2.134380868,"0.5"
"NE1",0.3280349933,"0.5"
"NE1",-2.2229114709,"0.5"
"NE1",0.2039348951,"0.5"
"NE1",-0.2648876984,"0.5"
"NE1",0.3142460935,"0.5"
"NE1",-0.650976893,"0.5"
"NE1",-0.3338321974,"0.5"
"NE1",-0.0856320009,"0.5"
"NE1",-1.1887439854,"0.5"
"NE1",1.417358078,"0.5"
"NE1",0.1074125964,"0.5"
"NE1",0.5900240896,"0.5"
"NE1",-0.2373098988,"0.5"
"NE1",-0.3751988968,"0.5"
"NE1",0.8244353864,"0.5"
"NE1",0.989902184,"0.5"
"NE1",1.1277911821,"0.5"
"NE1",1.0726355829,"0.5"
"NE1",-0.9956993881,"0.5"
"NE1",0.4521350916,"0.5"
"NE1",1.8448139721,"0.5"
"NE1",0.9071687852,"0.5"
"NE1",2.8238258583,"0.5"
"NE1",-1.0508549873,"0.5"
"NE1",0.0246791976,"0.5"
"NE1",-0.9543326887,"0.5"
"NE1",-1.0370660875,"0.5"
"NE1",-0.3476210972,"0.5"
"NE1",-1.0508549873,"0.5"
"NE1",1.3346246792,"0.5"
"NE1",-0.5130878949,"0.5"
"NE1",1.3759913786,"0.5"
"NE1",-0.0994209007,"0.5"
"NE1",-0.2786765982,"0.5"
"NE1",-0.9956993881,"0.5"
"NE1",-1.0232771877,"0.5"
"NE1",2.0516474692,"0.5"
"NE1",2.2722698661,"0.5"
"NE1",-0.430354496,"0.5"
"NE1",0.2315126947,"0.5"
"NE1",-0.3476210972,"0.5"
"NE1",-0.6233990933,"0.5"
"NE1",1.8586028719,"0.5"
"NE1",-0.8715992899,"0.5"
"NE1",1.0312688835,"0.5"
"NE1",-1.9471334748,"0.5"
"NE1",0.3142460935,"0.5"
"NE1",0.2177237949,"0.5"
"NE1",0.493501791,"0.5"
"NE1",-2.1126002725,"0.5"
"NE1",0.8658020858,"0.5"
"NE1",-1.8368222763,"0.5"
"NE1",-0.3751988968,"0.5"
"NE1",1.2518912804,"0.5"
"NE1",0.7830686869,"0.5"
"NE1",0.8244353864,"0.5"
"NE1",1.8861806715,"0.5"
"NE1",0.3142460935,"0.5"
"NE1",-0.8026547908,"0.5"
"NE1",-0.002898602,"0.5"
"NE1",-0.6647657928,"0.5"
"NE1",1.3070468796,"0.5"
"SE3",0.6950324513,"0.5"
"SE3",-0.7539425302,"0.5"
"SE3",0.5902872719,"0.5"
"SE3",-0.2127591034,"0.5"
"SE3",0.3458818534,"0.5"
"SE3",0.5379146822,"0.5"
"SE3",1.4980788266,"0.5"
"SE3",-0.3000467529,"0.5"
"SE3",-1.1554657179,"0.5"
"SE3",-0.7190274704,"0.5"
"SE3",0.1538490245,"0.5"
"SE3",0.3109667936,"0.5"
"SE3",-1.2078383075,"0.5"
"SE3",0.0491038451,"0.5"
"SE3",-0.3873344023,"0.5"
"SE3",-2.5346105798,"0.5"
"SE3",1.8472294246,"0.5"
"SE3",1.0616405792,"0.5"
"SE3",-1.0158054787,"0.5"
"SE3",0.6252023317,"0.5"
"SE3",-1.2078383075,"0.5"
"SE3",1.5504514163,"0.5"
"SE3",0.0141887853,"0.5"
"SE3",0.2062216142,"0.5"
"SE3",2.3011252019,"0.5"
"SE3",-0.0905563941,"0.5"
"SE3",0.5379146822,"0.5"
"SE3",-0.5095371116,"0.5"
"SE3",0.7997776307,"0.5"
"SE3",1.3409610576,"0.5"
"SE3",-2.0632572725,"0.5"
"SE3",2.1090923731,"0.5"
"SE3",0.0316463152,"0.5"
"SE3",-0.0730988642,"0.5"
"SE3",-2.5520681097,"0.5"
"SE3",-1.8363093839,"0.5"
"SE3",0.066561375,"0.5"
"SE3",0.9743529297,"0.5"
"SE3",0.4331695029,"0.5"
"SE3",-2.5869831695,"0.5"
"SE3",0.8172351606,"0.5"
"SE3",-0.2302166333,"0.5"
"SE3",-0.1778440436,"0.5"
"SE3",-1.3649560766,"0.5"
"SE3",-0.4222494621,"0.5"
"SE3",0.6426598616,"0.5"
"SE3",-1.3300410168,"0.5"
"SE3",1.3758761173,"0.5"
"SE3",-0.5444521714,"0.5"
"SE3",0.6601173915,"0.5"
"SE3",-0.1603865137,"0.5"
"SE3",-0.3524193425,"0.5"
"SE3",0.9568953998,"0.5"
"SE3",-1.1554657179,"0.5"
"SE3",1.8996020143,"0.5"
"SE3",0.4506270328,"0.5"
"SE3",-0.8761452395,"0.5"
"SE3",0.1538490245,"0.5"
"SE3",2.9994263979,"0.5"
"SE3",2.126549903,"0.5"
"SE3",3.1216291071,"0.5"
"SE3",-0.5444521714,"0.5"
"SE3",0.3284243235,"0.5"
"SE3",-0.9459753591,"0.5"
"SE3",-1.4347861962,"0.5"
"SE3",0.1887640843,"0.5"
"SE3",-2.0807148024,"0.5"
"SE3",1.271130938,"0.5"
"SE3",0.0316463152,"0.5"
"SE3",1.3060459978,"0.5"
"SE3",0.5553722121,"0.5"
"SE3",0.0141887853,"0.5"
"SE3",-0.8586877096,"0.5"
"SE3",-1.4173286663,"0.5"
"SE3",1.4457062369,"0.5"
"SE3",1.5155363565,"0.5"
"SE3",0.4680845627,"0.5"
"SE3",1.3060459978,"0.5"
"SE3",-0.4746220518,"0.5"
"SE3",-0.5444521714,"0.5"
"SE3",1.8821444844,"0.5"
"SE3",-0.2476741632,"0.5"
"SE3",0.3633393833,"0.5"
"SE3",-2.3774928107,"0.5"
"SE3",1.1663857586,"0.5"
"SE3",0.2760517338,"0.5"
"SE3",0.3284243235,"0.5"
"SE3",-2.6218982293,"0.5"
"SE3",0.8521502204,"0.5"
"SE3",-1.8013943241,"0.5"
"SE3",-0.6841124106,"0.5"
"SE3",1.6551965957,"0.5"
"SE3",1.271130938,"0.5"
"SE3",0.747405041,"0.5"
"SE3",2.1440074329,"0.5"
"SE3",0.572829742,"0.5"
"SE3",-1.2427533673,"0.5"
"SE3",-0.2476741632,"0.5"
"SE3",-1.2427533673,"0.5"
"SE3",1.2362158782,"0.5"
"NW1",-0.4429236548,"0.75"
"NW1",-1.2336429534,"0.75"
"NW1",-0.0015919532,"0.75"
"NW1",0.2742403602,"0.75"
"NW1",-2.8702480134,"0.75"
"NW1",1.3407919724,"0.75"
"NW1",0.8994602708,"0.75"
"NW1",1.7085683903,"0.75"
"NW1",-0.8107000728,"0.75"
"NW1",-0.4429236548,"0.75"
"NW1",0.1271297931,"0.75"
"NW1",-1.1600876699,"0.75"
"NW1",0.5316838528,"0.75"
"NW1",0.2742403602,"0.75"
"NW1",-1.1600876699,"0.75"
"NW1",-0.6268118638,"0.75"
"NW1",2.1866777337,"0.75"
"NW1",2.1131224501,"0.75"
"NW1",-1.141698849,"0.75"
"NW1",1.8924565993,"0.75"
"NW1",-1.7301411177,"0.75"
"NW1",0.1639074348,"0.75"
"NW1",-0.7555336101,"0.75"
"NW1",-0.0935360577,"0.75"
"NW1",3.95200454,"0.75"
"NW1",1.8005124948,"0.75"
"NW1",1.9844007038,"0.75"
"NW1",-1.8036964013,"0.75"
"NW1",-0.0015919532,"0.75"
"NW1",2.6280094353,"0.75"
"NW1",-2.4473051328,"0.75"
"NW1",0.8810714499,"0.75"
"NW1",0.1087409722,"0.75"
"NW1",2.1682889128,"0.75"
"NW1",-1.6565858341,"0.75"
"NW1",-0.2774242667,"0.75"
"NW1",2.0027895247,"0.75"
"NW1",0.6604055991,"0.75"
"NW1",0.0535745095,"0.75"
"NW1",-1.6381970132,"0.75"
"NW1",1.2856255097,"0.75"
"NW1",-1.3807535206,"0.75"
"NW1",-0.5716454011,"0.75"
"NW1",-1.3255870579,"0.75"
"NW1",-0.7923112519,"0.75"
"NW1",0.6604055991,"0.75"
"NW1",-0.3142019085,"0.75"
"NW1",0.9178490917,"0.75"
"NW1",-0.5716454011,"0.75"
"NW1",2.6463982562,"0.75"
"NW1",-0.1487025204,"0.75"
"NW1",-0.1670913413,"0.75"
"NW1",-0.0567584159,"0.75"
"NW1",1.414347256,"0.75"
"NW1",1.8189013157,"0.75"
"NW1",0.8075161663,"0.75"
"NW1",-0.2590354458,"0.75"
"NW1",1.2488478679,"0.75"
"NW1",0.8075161663,"0.75"
"NW1",1.3591807933,"0.75"
"NW1",1.1385149425,"0.75"
"NW1",0.5132950319,"0.75"
"NW1",0.1639074348,"0.75"
"NW1",-1.9875846103,"0.75"
"NW1",-0.5716454011,"0.75"
"NW1",-0.9026441773,"0.75"
"NW1",-0.2590354458,"0.75"
"NW1",1.1569037634,"0.75"
"NW1",-0.2958130876,"0.75"
"NW1",0.8442938081,"0.75"
"NW1",-0.2958130876,"0.75"
"NW1",-0.3877571921,"0.75"
"NW1",-1.2336429534,"0.75"
"NW1",0.0167968677,"0.75"
"NW1",2.8118976443,"0.75"
"NW1",-0.3142019085,"0.75"
"NW1",-1.8036964013,"0.75"
"NW1",1.414347256,"0.75"
"NW1",-0.7555336101,"0.75"
"NW1",0.494906211,"0.75"
"NW1",1.1569037634,"0.75"
"NW1",-0.6819783265,"0.75"
"NW1",-0.2406466249,"0.75"
"NW1",-1.6198081923,"0.75"
"NW1",-1.2152541325,"0.75"
"NW1",-1.0681435654,"0.75"
"NW1",-0.7003671474,"0.75"
"NW1",0.0351856886,"0.75"
"NW1",0.1822962557,"0.75"
"NW1",-1.9875846103,"0.75"
"NW1",-2.759915088,"0.75"
"NW1",1.1936814052,"0.75"
"NW1",0.7707385245,"0.75"
"NW1",0.0167968677,"0.75"
"NW1",2.5912317935,"0.75"
"NW1",0.4213509274,"0.75"
"NW1",-0.1670913413,"0.75"
"NW1",-0.9945882818,"0.75"
"NW1",-0.1303136995,"0.75"
"NW1",-0.038369595,"0.75"
"SW1",-2.0187711365,"0.75"
"SW1",-3.2518857106,"0.75"
"SW1",-0.5287576929,"0.75"
"SW1",-0.9141059973,"0.75"
"SW1",-1.6591127191,"0.75"
"SW1",1.1924647334,"0.75"
"SW1",2.8109276119,"0.75"
"SW1",1.7319523596,"0.75"
"SW1",-0.0920296146,"0.75"
"SW1",1.7833321335,"0.75"
"SW1",1.0383254117,"0.75"
"SW1",-2.9436070671,"0.75"
"SW1",0.4217681246,"0.75"
"SW1",2.3228197596,"0.75"
"SW1",0.1391793681,"0.75"
"SW1",-2.5068789887,"0.75"
"SW1",1.4236737161,"0.75"
"SW1",-0.1177195015,"0.75"
"SW1",-1.1196250929,"0.75"
"SW1",0.4217681246,"0.75"
"SW1",-1.5049733973,"0.75"
"SW1",0.6529771073,"0.75"
"SW1",-2.2499801191,"0.75"
"SW1",0.5245276725,"0.75"
"SW1",5.6881949513,"0.75"
"SW1",0.807116429,"0.75"
"SW1",0.4217681246,"0.75"
"SW1",-1.1453149799,"0.75"
"SW1",-1.4792835104,"0.75"
"SW1",2.1943703248,"0.75"
"SW1",-2.0444610235,"0.75"
"SW1",1.4236737161,"0.75"
"SW1",-1.6591127191,"0.75"
"SW1",0.9355658638,"0.75"
"SW1",-1.4792835104,"0.75"
"SW1",-2.0701509104,"0.75"
"SW1",0.9869456377,"0.75"
"SW1",-0.6828970146,"0.75"
"SW1",0.1391793681,"0.75"
"SW1",-2.32704978,"0.75"
"SW1",2.8623073858,"0.75"
"SW1",-1.6334228321,"0.75"
"SW1",-1.0168655451,"0.75"
"SW1",-0.8370363364,"0.75"
"SW1",0.4474580116,"0.75"
"SW1",0.6786669942,"0.75"
"SW1",0.832806316,"0.75"
"SW1",1.2695343943,"0.75"
"SW1",0.6529771073,"0.75"
"SW1",0.832806316,"0.75"
"SW1",-0.0663397276,"0.75"
"SW1",1.3209141682,"0.75"
"SW1",0.5759074464,"0.75"
"SW1",-1.9673913626,"0.75"
"SW1",1.3466040552,"0.75"
"SW1",-0.425998145,"0.75"
"SW1",-0.8370363364,"0.75"
"SW1",2.1686804379,"0.75"
"SW1",3.5559343337,"0.75"
"SW1",2.4255793075,"0.75"
"SW1",0.8584962029,"0.75"
"SW1",1.47505349,"0.75"
"SW1",-0.8370363364,"0.75"
"SW1",0.1134894811,"0.75"
"SW1",0.190559142,"0.75"
"SW1",-0.1177195015,"0.75"
"SW1",-0.2975487102,"0.75"
"SW1",0.9612557508,"0.75"
"SW1",-0.451688032,"0.75"
"SW1",1.6805725857,"0.75"
"SW1",0.7300467682,"0.75"
"SW1",0.6015973334,"0.75"
"SW1",-1.73618238,"0.75"
"SW1",-0.4003082581,"0.75"
"SW1",2.4512691944,"0.75"
"SW1",-0.9911756581,"0.75"
"SW1",-2.2756700061,"0.75"
"SW1",2.0145411161,"0.75"
"SW1",-0.7856565625,"0.75"
"SW1",-0.0149599537,"0.75"
"SW1",0.9355658638,"0.75"
"SW1",-1.684802606,"0.75"
"SW1",-2.1986003452,"0.75"
"SW1",-2.0187711365,"0.75"
"SW1",-2.4554992148,"0.75"
"SW1",0.2419389159,"0.75"
"SW1",0.3703883507,"0.75"
"SW1",-0.4773779189,"0.75"
"SW1",0.2419389159,"0.75"
"SW1",-0.9911756581,"0.75"
"SW1",-0.0406498406,"0.75"
"SW1",-0.8884161103,"0.75"
"SW1",1.7833321335,"0.75"
"SW1",0.9355658638,"0.75"
"SW1",4.8147387947,"0.75"
"SW1",-0.0406498406,"0.75"
"SW1",-1.5820430582,"0.75"
"SW1",-0.6058273537,"0.75"
"SW1",-0.2975487102,"0.75"
"SW1",-0.451688032,"0.75"
"NE1",0.9071687852,"0.75"
"NE1",0.4659239914,"0.75"
"NE1",0.4521350916,"0.75"
"NE1",-0.4165655962,"0.75"
"NE1",-0.3889877966,"0.75"
"NE1",1.1553689817,"0.75"
"NE1",1.0588466831,"0.75"
"NE1",-0.0304764017,"0.75"
"NE1",-2.1126002725,"0.75"
"NE1",-1.216321785,"0.75"
"NE1",-0.3338321974,"0.75"
"NE1",-0.3476210972,"0.75"
"NE1",-1.0232771877,"0.75"
"NE1",-0.0166875018,"0.75"
"NE1",-0.7474991916,"0.75"
"NE1",-1.5334664806,"0.75"
"NE1",2.4239477639,"0.75"
"NE1",1.1829467813,"0.75"
"NE1",-1.0232771877,"0.75"
"NE1",1.1415800819,"0.75"
"NE1",-0.2235209989,"0.75"
"NE1",0.2453015945,"0.75"
"NE1",0.1487792958,"0.75"
"NE1",0.0522569972,"0.75"
"NE1",2.3687921647,"0.75"
"NE1",0.5486573902,"0.75"
"NE1",1.2381023806,"0.75"
"NE1",0.8795909856,"0.75"
"NE1",1.3622024788,"0.75"
"NE1",1.3897802784,"0.75"
"NE1",-2.719311864,"0.75"
"NE1",1.8586028719,"0.75"
"NE1",0.424557292,"0.75"
"NE1",0.7830686869,"0.75"
"NE1",-1.7954555769,"0.75"
"NE1",0.5348684904,"0.75"
"NE1",0.0384680974,"0.75"
"NE1",2.1068030684,"0.75"
"NE1",0.3142460935,"0.75"
"NE1",-2.2229114709,"0.75"
"NE1",0.4797128912,"0.75"
"NE1",-0.1821542995,"0.75"
"NE1",0.2590904943,"0.75"
"NE1",-0.7612880914,"0.75"
"NE1",-0.3200432976,"0.75"
"NE1",-0.0166875018,"0.75"
"NE1",-1.0370660875,"0.75"
"NE1",1.3346246792,"0.75"
"NE1",0.066045897,"0.75"
"NE1",0.4797128912,"0.75"
"NE1",-0.3476210972,"0.75"
"NE1",-0.5268767947,"0.75"
"NE1",0.9623243844,"0.75"
"NE1",1.0864244827,"0.75"
"NE1",1.0036910838,"0.75"
"NE1",1.0864244827,"0.75"
"NE1",-0.8302325904,"0.75"
"NE1",0.424557292,"0.75"
"NE1",1.9689140703,"0.75"
"NE1",1.0174799837,"0.75"
"NE1",2.6583590606,"0.75"
"NE1",-1.0370660875,"0.75"
"NE1",0.4521350916,"0.75"
"NE1",-0.9129659893,"0.75"
"NE1",-0.9681215885,"0.75"
"NE1",-0.5820323939,"0.75"
"NE1",-1.2025328852,"0.75"
"NE1",1.3346246792,"0.75"
"NE1",-0.5130878949,"0.75"
"NE1",1.3208357794,"0.75"
"NE1",-0.0442653015,"0.75"
"NE1",-0.2648876984,"0.75"
"NE1",-0.9267548891,"0.75"
"NE1",-1.078432787,"0.75"
"NE1",2.1619586676,"0.75"
"NE1",2.0102807697,"0.75"
"NE1",-0.3889877966,"0.75"
"NE1",0.1487792958,"0.75"
"NE1",-0.3476210972,"0.75"
"NE1",-0.6923435924,"0.75"
"NE1",1.8034472726,"0.75"
"NE1",-0.788865891,"0.75"
"NE1",1.2518912804,"0.75"
"NE1",-2.0298668736,"0.75"
"NE1",0.1487792958,"0.75"
"NE1",0.1487792958,"0.75"
"NE1",0.493501791,"0.75"
"NE1",-2.1401780721,"0.75"
"NE1",0.8106464866,"0.75"
"NE1",-1.8368222763,"0.75"
"NE1",-0.2648876984,"0.75"
"NE1",0.920957685,"0.75"
"NE1",0.7968575867,"0.75"
"NE1",0.7279130877,"0.75"
"NE1",1.9689140703,"0.75"
"NE1",0.4107683922,"0.75"
"NE1",-1.0508549873,"0.75"
"NE1",-0.0442653015,"0.75"
"NE1",-0.6785546926,"0.75"
"NE1",1.3346246792,"0.75"
"SE3",0.8696077503,"0.75"
"SE3",-0.7714000601,"0.75"
"SE3",0.4506270328,"0.75"
"SE3",-0.1603865137,"0.75"
"SE3",0.3109667936,"0.75"
"SE3",0.6426598616,"0.75"
"SE3",1.5329938864,"0.75"
"SE3",-0.4571645219,"0.75"
"SE3",-1.2078383075,"0.75"
"SE3",-0.8237726498,"0.75"
"SE3",-0.1254714539,"0.75"
"SE3",0.4680845627,"0.75"
"SE3",-1.3649560766,"0.75"
"SE3",0.0141887853,"0.75"
"SE3",-0.0381838044,"0.75"
"SE3",-2.6218982293,"0.75"
"SE3",1.8821444844,"0.75"
"SE3",0.8521502204,"0.75"
"SE3",-1.0332630086,"0.75"
"SE3",0.5902872719,"0.75"
"SE3",-1.0856355983,"0.75"
"SE3",1.4806212967,"0.75"
"SE3",0.1538490245,"0.75"
"SE3",0.0840189049,"0.75"
"SE3",2.3185827318,"0.75"
"SE3",-0.2127591034,"0.75"
"SE3",0.4680845627,"0.75"
"SE3",-0.6491973508,"0.75"
"SE3",0.8870652802,"0.75"
"SE3",1.5853664761,"0.75"
"SE3",-1.9235970334,"0.75"
"SE3",2.1614649628,"0.75"
"SE3",0.0491038451,"0.75"
"SE3",-0.3175042828,"0.75"
"SE3",-2.2902051612,"0.75"
"SE3",-1.6268190251,"0.75"
"SE3",-0.0556413343,"0.75"
"SE3",0.9743529297,"0.75"
"SE3",0.5204571523,"0.75"
"SE3",-2.5346105798,"0.75"
"SE3",1.0092679895,"0.75"
"SE3",-0.2476741632,"0.75"
"SE3",-0.2651316931,"0.75"
"SE3",-1.5046163158,"0.75"
"SE3",-0.3524193425,"0.75"
"SE3",0.7997776307,"0.75"
"SE3",-1.1903807777,"0.75"
"SE3",1.2885884679,"0.75"
"SE3",-0.5619097013,"0.75"
"SE3",0.572829742,"0.75"
"SE3",-0.3000467529,"0.75"
"SE3",-0.5793672312,"0.75"
"SE3",1.2013008184,"0.75"
"SE3",-1.0507205385,"0.75"
"SE3",1.8472294246,"0.75"
"SE3",0.4855420926,"0.75"
"SE3",-0.6841124106,"0.75"
"SE3",0.0141887853,"0.75"
"SE3",3.1914592267,"0.75"
"SE3",2.2138375524,"0.75"
"SE3",2.9470538082,"0.75"
"SE3",-0.4920795817,"0.75"
"SE3",0.7648625709,"0.75"
"SE3",-0.8412301797,"0.75"
"SE3",-1.2602108972,"0.75"
"SE3",-0.0032687446,"0.75"
"SE3",-2.1680024519,"0.75"
"SE3",1.2885884679,"0.75"
"SE3",0.0316463152,"0.75"
"SE3",1.271130938,"0.75"
"SE3",0.7124899812,"0.75"
"SE3",0.0840189049,"0.75"
"SE3",-0.7190274704,"0.75"
"SE3",-1.4173286663,"0.75"
"SE3",1.5329938864,"0.75"
"SE3",1.1663857586,"0.75"
"SE3",0.572829742,"0.75"
"SE3",1.271130938,"0.75"
"SE3",-0.4746220518,"0.75"
"SE3",-0.5968247611,"0.75"
"SE3",1.8472294246,"0.75"
"SE3",-0.2127591034,"0.75"
"SE3",0.6077448018,"0.75"
"SE3",-2.4647804602,"0.75"
"SE3",1.096555639,"0.75"
"SE3",0.3284243235,"0.75"
"SE3",0.2935092637,"0.75"
"SE3",-2.6393557592,"0.75"
"SE3",0.8346926905,"0.75"
"SE3",-1.7664792643,"0.75"
"SE3",-0.614282291,"0.75"
"SE3",1.3933336472,"0.75"
"SE3",1.2536734081,"0.75"
"SE3",0.5553722121,"0.75"
"SE3",2.2138375524,"0.75"
"SE3",0.5902872719,"0.75"
"SE3",-1.5046163158,"0.75"
"SE3",-0.282589223,"0.75"
"SE3",-1.2602108972,"0.75"
"SE3",1.271130938,"0.75"
